BusinessYear,StateCode,IssuerId,SourceName,ImportDate,MedicalDentalBoth,ProductId,StandardComponentId,MedicalDentalIndicator,MaximumUnderageDependent,DependentMaximumAgRule,AgeDeterminationRule,MinimumTobaccoFreeMonthsRule,CohabitationRule,MarketCoverage,DentalOnlyPlan
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350130,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350165,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350171,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350172,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350173,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350176,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350177,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350178,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350191,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350192,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350193,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350194,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350199,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350200,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350201,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350202,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350203,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350204,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350205,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350206,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350215,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350216,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350217,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350218,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350219,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350220,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350221,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350222,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350223,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350224,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350225,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350226,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350227,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350228,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350229,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK035,87571OK0350230,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK039,87571OK0390001,Dental,3,25,Age on effective date,Not Applicable,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK039,87571OK0390002,Dental,3,25,Age on effective date,Not Applicable,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK039,87571OK0390003,Dental,3,25,Age on effective date,Not Applicable,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK039,87571OK0390004,Dental,3,25,Age on effective date,Not Applicable,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK039,87571OK0390005,Dental,3,25,Age on effective date,Not Applicable,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK039,87571OK0390006,Dental,3,25,Age on effective date,Not Applicable,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510057,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510058,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510060,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510061,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510063,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510064,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510066,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510067,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510070,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510071,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510072,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510073,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510078,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510079,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510080,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510081,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510082,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510083,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510084,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510085,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510086,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510093,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510095,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510097,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510099,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510101,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,87571,HIOS,2024-10-22 01:01:28,Both,87571OK051,87571OK0510103,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010005,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010011,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010024,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010025,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010030,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010045,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010050,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010052,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010053,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,91908,HIOS,2024-10-17 01:02:25,Medical,91908OK001,91908OK0010055,Medical,3,26,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,No;Self,Yes;Sponsored Dependent,No;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130024,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130041,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130042,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130043,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130045,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130046,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130047,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130048,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130050,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,OK,98905,HIOS,2024-10-22 01:01:28,Medical,98905OK013,98905OK0130051,Medical,3,25,Age on effective date,6,"Child,No;Collateral Dependent,No;Foster Child,No;Life Partner,Yes;Self,Yes;Sponsored Dependent,No;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC038,26065SC0380001,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC038,26065SC0380013,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC038,26065SC0380023,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC038,26065SC0380047,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC038,26065SC0380048,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC038,26065SC0380050,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC038,26065SC0380051,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC039,26065SC0390001,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC067,26065SC0670001,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC067,26065SC0670002,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC067,26065SC0670003,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC068,26065SC0680001,Dental,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,SC,26065,HIOS,2024-10-25 01:01:42,Both,26065SC068,26065SC0680002,Dental,3,25,Age on effective date,6,"Child,No;Foster Child,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
